eventId,seatNumber,row,level,section,status,eventDate,sellRank,hasUpsells
39,46,17,Y,n,HOLD,2025-01-10 00:00:00,46,false
84,12,9,p,B,OPEN,2025-01-22 00:00:00,12,true
110,94,36,D,s,OPEN,2025-03-18 00:00:00,94,true
39,39,20,H,n,OPEN,2025-01-08 00:00:00,39,true
105,48,5,y,k,SOLD,2025-04-04 00:00:00,48,true
36,85,1,X,Z,SOLD,2025-02-09 00:00:00,85,false
47,83,0,X,E,SOLD,2025-04-03 00:00:00,83,true
14,60,33,n,y,OPEN,2025-03-06 00:00:00,60,true
69,5,35,b,a,SOLD,2025-02-28 00:00:00,5,false
62,10,32,t,C,SOLD,2025-02-21 00:00:00,10,false
135,96,31,m,R,SOLD,2025-03-19 00:00:00,96,false
122,44,30,r,Q,OPEN,2025-02-03 00:00:00,44,true
62,68,11,w,L,HOLD,2025-02-21 00:00:00,68,false
67,12,4,V,Y,OPEN,2025-01-24 00:00:00,12,false
103,5,36,i,K,HOLD,2025-01-18 00:00:00,5,false
6,98,14,k,N,OPEN,2025-01-07 00:00:00,98,false
18,19,31,q,h,SOLD,2025-01-11 00:00:00,19,false
144,91,36,C,E,SOLD,2025-03-28 00:00:00,91,false
7,3,20,k,p,SOLD,2025-03-05 00:00:00,3,false
6,83,15,F,S,SOLD,2025-01-16 00:00:00,83,true
99,82,13,J,c,HOLD,2025-03-27 00:00:00,82,false
129,71,29,n,i,HOLD,2025-03-01 00:00:00,71,true
71,78,39,I,y,SOLD,2025-04-09 00:00:00,78,true
137,24,10,G,U,OPEN,2025-03-09 00:00:00,24,true
149,24,7,V,K,HOLD,2025-01-04 00:00:00,24,true
30,39,20,L,U,HOLD,2025-02-13 00:00:00,39,false
129,34,14,x,n,SOLD,2025-03-01 00:00:00,34,true
44,8,36,E,p,OPEN,2025-02-18 00:00:00,8,false
148,77,14,n,y,HOLD,2025-03-21 00:00:00,77,false
46,67,26,c,e,HOLD,2025-01-25 00:00:00,67,true
129,38,36,s,o,SOLD,2025-03-01 00:00:00,38,true
95,69,29,l,f,HOLD,2025-01-03 00:00:00,69,false
1,78,1,f,M,OPEN,2025-03-24 00:00:00,78,true
112,36,10,I,I,SOLD,2025-01-20 00:00:00,36,false
143,24,9,v,g,SOLD,2025-01-02 00:00:00,24,false
128,83,21,D,V,SOLD,2025-03-12 00:00:00,83,false
26,47,34,a,I,OPEN,2025-01-31 00:00:00,47,false
21,92,10,R,I,OPEN,2025-02-08 00:00:00,92,false
90,51,26,B,k,SOLD,2025-03-02 00:00:00,51,true
128,62,17,R,y,HOLD,2025-03-12 00:00:00,62,false
42,78,7,w,F,SOLD,2025-04-07 00:00:00,78,false
2,10,13,H,I,SOLD,2025-02-02 00:00:00,10,true
39,98,11,Z,S,OPEN,2025-01-10 00:00:00,98,false
108,76,23,R,V,HOLD,2025-03-25 00:00:00,76,false
71,1,24,w,g,OPEN,2025-04-09 00:00:00,1,true
25,16,9,a,W,SOLD,2025-02-07 00:00:00,16,false
55,48,9,v,T,HOLD,2025-03-11 00:00:00,48,true
67,97,37,k,J,SOLD,2025-01-12 00:00:00,97,true
42,27,36,V,T,SOLD,2025-02-19 00:00:00,27,false
1,97,36,p,x,OPEN,2025-04-02 00:00:00,97,true
29,25,4,d,n,HOLD,2025-03-15 00:00:00,25,true
24,7,13,Z,U,SOLD,2025-02-10 00:00:00,7,true
95,12,37,d,i,SOLD,2025-01-01 00:00:00,12,true
46,50,38,f,C,OPEN,2025-01-25 00:00:00,50,true
26,82,36,j,j,HOLD,2025-01-30 00:00:00,82,false
129,79,14,D,n,HOLD,2025-02-14 00:00:00,79,true
53,52,12,Z,p,HOLD,2025-02-23 00:00:00,52,false
108,94,37,I,y,OPEN,2025-03-25 00:00:00,94,true
107,67,20,V,v,HOLD,2025-01-05 00:00:00,67,false
115,97,31,d,O,HOLD,2025-01-21 00:00:00,97,false
105,10,21,e,m,SOLD,2025-04-04 00:00:00,10,false
21,25,39,k,z,SOLD,2025-02-08 00:00:00,25,false
31,53,15,G,u,OPEN,2025-03-23 00:00:00,53,false
84,90,31,Z,M,HOLD,2025-01-22 00:00:00,90,false
42,62,23,T,c,SOLD,2025-02-19 00:00:00,62,true
84,29,20,Z,s,HOLD,2025-02-01 00:00:00,29,true
24,68,19,R,I,HOLD,2025-01-27 00:00:00,68,false
1,16,32,t,s,SOLD,2025-02-25 00:00:00,16,false
90,16,16,D,d,OPEN,2025-03-02 00:00:00,16,true
26,33,29,K,o,SOLD,2025-01-30 00:00:00,33,false
39,51,3,I,N,HOLD,2025-01-10 00:00:00,51,false
39,41,16,D,b,HOLD,2025-01-08 00:00:00,41,true
103,93,33,l,F,OPEN,2025-01-18 00:00:00,93,false
71,59,6,p,S,HOLD,2025-01-26 00:00:00,59,false
115,27,38,E,C,OPEN,2025-01-21 00:00:00,27,false
122,0,33,w,v,OPEN,2025-02-03 00:00:00,0,true
25,42,26,q,b,SOLD,2025-03-30 00:00:00,42,false
71,80,14,s,f,HOLD,2025-04-09 00:00:00,80,false
121,46,30,T,l,HOLD,2025-02-17 00:00:00,46,false
26,99,25,G,Q,SOLD,2025-01-30 00:00:00,99,false
71,7,18,T,X,HOLD,2025-01-26 00:00:00,7,true
74,55,33,B,Z,SOLD,2025-02-12 00:00:00,55,true
29,5,36,d,P,SOLD,2025-03-15 00:00:00,5,true
149,59,39,q,g,SOLD,2025-01-04 00:00:00,59,true
25,94,18,w,x,SOLD,2025-03-14 00:00:00,94,true
84,10,32,c,z,SOLD,2025-02-01 00:00:00,10,false
50,95,15,Z,l,OPEN,2025-01-29 00:00:00,95,false
138,77,10,m,W,HOLD,2025-02-16 00:00:00,77,true
103,41,12,o,q,OPEN,2025-01-18 00:00:00,41,false
143,62,19,W,g,SOLD,2025-01-02 00:00:00,62,false
2,65,21,q,h,HOLD,2025-02-02 00:00:00,65,false
129,31,7,I,j,HOLD,2025-03-01 00:00:00,31,true
115,31,19,j,a,OPEN,2025-02-04 00:00:00,31,true
103,87,28,G,l,HOLD,2025-01-18 00:00:00,87,true
42,43,37,L,q,HOLD,2025-04-07 00:00:00,43,true
71,11,25,H,b,OPEN,2025-01-26 00:00:00,11,false
121,5,21,c,t,OPEN,2025-02-17 00:00:00,5,false
149,70,14,V,C,SOLD,2025-01-04 00:00:00,70,false
44,83,35,V,C,SOLD,2025-03-03 00:00:00,83,false
25,36,30,F,B,OPEN,2025-03-30 00:00:00,36,false
103,48,32,R,n,HOLD,2025-02-24 00:00:00,48,true
108,53,0,g,h,SOLD,2025-03-25 00:00:00,53,true
77,78,21,w,l,OPEN,2025-03-22 00:00:00,78,true
26,35,35,G,V,OPEN,2025-01-30 00:00:00,35,true
44,71,8,E,b,SOLD,2025-03-03 00:00:00,71,false
149,92,10,Q,I,SOLD,2025-04-01 00:00:00,92,true
44,8,2,v,b,OPEN,2025-03-03 00:00:00,8,true
115,67,10,G,i,OPEN,2025-03-13 00:00:00,67,true
135,49,9,y,A,HOLD,2025-03-19 00:00:00,49,true
44,13,11,s,f,HOLD,2025-04-08 00:00:00,13,true
106,29,3,y,E,HOLD,2025-01-23 00:00:00,29,true
128,72,11,C,Y,HOLD,2025-04-06 00:00:00,72,false
0,61,2,R,s,HOLD,2025-01-13 00:00:00,61,false
6,92,0,L,t,OPEN,2025-01-16 00:00:00,92,true
31,24,12,C,f,HOLD,2025-03-23 00:00:00,24,false
6,48,11,q,t,OPEN,2025-01-16 00:00:00,48,true
129,22,1,v,w,SOLD,2025-02-14 00:00:00,22,false
29,88,37,Z,B,OPEN,2025-03-04 00:00:00,88,false
44,0,18,I,u,SOLD,2025-04-08 00:00:00,0,false
149,26,28,B,y,OPEN,2025-01-04 00:00:00,26,false
149,59,30,o,k,HOLD,2025-04-01 00:00:00,59,true
121,45,4,u,i,SOLD,2025-02-17 00:00:00,45,false
128,68,19,O,K,HOLD,2025-04-06 00:00:00,68,false
107,2,21,t,k,OPEN,2025-01-05 00:00:00,2,false
26,49,39,d,E,SOLD,2025-01-30 00:00:00,49,false
24,12,32,F,s,OPEN,2025-02-10 00:00:00,12,true
77,13,33,f,c,SOLD,2025-02-26 00:00:00,13,true
67,1,35,a,o,SOLD,2025-01-12 00:00:00,1,false
24,69,1,B,c,OPEN,2025-02-10 00:00:00,69,true
21,37,35,d,M,HOLD,2025-02-08 00:00:00,37,false
128,19,20,t,o,OPEN,2025-03-12 00:00:00,19,false
110,97,4,Z,R,HOLD,2025-03-18 00:00:00,97,false
101,42,11,T,w,OPEN,2025-01-09 00:00:00,42,false
89,58,27,p,C,SOLD,2025-02-15 00:00:00,58,true
44,30,23,a,G,SOLD,2025-04-08 00:00:00,30,true
144,77,36,b,z,HOLD,2025-03-28 00:00:00,77,false
31,79,35,V,H,SOLD,2025-03-23 00:00:00,79,true
89,98,37,m,A,SOLD,2025-02-15 00:00:00,98,false
0,62,33,M,J,OPEN,2025-01-13 00:00:00,62,false
39,72,0,x,u,OPEN,2025-01-08 00:00:00,72,true
103,66,24,y,U,OPEN,2025-01-18 00:00:00,66,true
115,24,36,k,f,HOLD,2025-03-13 00:00:00,24,true
1,14,30,W,s,HOLD,2025-03-24 00:00:00,14,false
44,5,36,G,d,SOLD,2025-04-08 00:00:00,5,true
6,44,14,f,l,SOLD,2025-01-07 00:00:00,44,false
42,99,30,F,e,SOLD,2025-04-07 00:00:00,99,false
2,81,18,P,a,OPEN,2025-02-02 00:00:00,81,true
18,12,1,E,h,SOLD,2025-01-11 00:00:00,12,true
84,24,39,q,X,HOLD,2025-01-22 00:00:00,24,false
33,76,32,V,f,SOLD,2025-02-20 00:00:00,76,true
115,64,12,f,P,SOLD,2025-01-21 00:00:00,64,false
25,45,32,B,b,SOLD,2025-03-14 00:00:00,45,true
103,60,30,u,f,SOLD,2025-02-24 00:00:00,60,true
74,50,9,I,P,HOLD,2025-02-12 00:00:00,50,true
136,28,38,o,K,OPEN,2025-02-06 00:00:00,28,false
42,80,3,b,X,SOLD,2025-02-19 00:00:00,80,false
84,41,5,b,D,HOLD,2025-01-22 00:00:00,41,true
32,43,15,K,L,SOLD,2025-03-16 00:00:00,43,true
148,4,33,n,u,HOLD,2025-03-21 00:00:00,4,true
44,35,32,p,O,OPEN,2025-02-18 00:00:00,35,true
32,31,23,s,O,OPEN,2025-03-16 00:00:00,31,false
55,13,19,T,W,OPEN,2025-03-11 00:00:00,13,true
1,68,15,H,I,SOLD,2025-02-22 00:00:00,68,false
2,35,25,c,U,OPEN,2025-02-02 00:00:00,35,true
106,71,39,i,a,HOLD,2025-01-23 00:00:00,71,true
92,13,36,U,P,SOLD,2025-03-08 00:00:00,13,true
138,85,23,l,k,OPEN,2025-02-16 00:00:00,85,false
71,23,16,b,L,HOLD,2025-01-26 00:00:00,23,true
71,60,11,N,f,HOLD,2025-04-09 00:00:00,60,false
77,94,39,S,s,HOLD,2025-03-20 00:00:00,94,true
107,84,18,M,D,HOLD,2025-01-05 00:00:00,84,false
31,38,25,j,x,HOLD,2025-03-23 00:00:00,38,true
129,18,13,e,N,OPEN,2025-02-14 00:00:00,18,false
25,47,10,Z,M,OPEN,2025-01-17 00:00:00,47,true
21,87,7,v,f,HOLD,2025-02-08 00:00:00,87,false
71,36,19,j,t,HOLD,2025-01-26 00:00:00,36,false
30,27,35,J,c,OPEN,2025-02-13 00:00:00,27,false
77,43,19,N,D,OPEN,2025-02-26 00:00:00,43,true
2,86,15,h,Y,OPEN,2025-02-02 00:00:00,86,false
71,0,24,S,c,OPEN,2025-04-09 00:00:00,0,true
144,8,35,e,n,SOLD,2025-03-28 00:00:00,8,true
25,88,17,P,P,SOLD,2025-03-30 00:00:00,88,true
136,43,24,o,L,HOLD,2025-02-06 00:00:00,43,true
39,74,37,T,J,OPEN,2025-01-08 00:00:00,74,true
21,82,25,l,Z,HOLD,2025-04-05 00:00:00,82,true
129,73,13,Q,U,OPEN,2025-01-06 00:00:00,73,false
108,29,35,E,e,HOLD,2025-03-25 00:00:00,29,false
89,80,33,T,K,SOLD,2025-02-15 00:00:00,80,false
0,12,32,X,w,HOLD,2025-01-13 00:00:00,12,false
44,18,3,B,h,SOLD,2025-02-18 00:00:00,18,true
53,35,16,y,G,SOLD,2025-02-23 00:00:00,35,true
3,10,19,o,A,OPEN,2025-02-11 00:00:00,10,false
92,80,25,m,z,HOLD,2025-03-08 00:00:00,80,false
32,55,17,Z,q,HOLD,2025-03-16 00:00:00,55,false
95,38,0,p,Q,HOLD,2025-01-01 00:00:00,38,true
21,62,36,p,R,HOLD,2025-04-05 00:00:00,62,true
44,27,27,V,H,HOLD,2025-04-08 00:00:00,27,false
129,54,21,f,R,OPEN,2025-01-06 00:00:00,54,false
135,3,3,j,h,SOLD,2025-03-19 00:00:00,3,true
1,20,13,w,V,HOLD,2025-03-24 00:00:00,20,true
129,82,32,v,v,SOLD,2025-02-14 00:00:00,82,true
32,95,28,n,x,SOLD,2025-03-16 00:00:00,95,false
36,61,3,h,R,SOLD,2025-02-09 00:00:00,61,false
18,26,9,N,h,HOLD,2025-01-11 00:00:00,26,false
103,29,7,m,x,OPEN,2025-01-18 00:00:00,29,true
25,47,23,J,H,OPEN,2025-02-07 00:00:00,47,false
1,98,24,P,l,OPEN,2025-03-24 00:00:00,98,false
14,43,22,Y,I,HOLD,2025-03-06 00:00:00,43,false
77,55,24,S,q,HOLD,2025-03-20 00:00:00,55,true
42,36,5,Q,p,SOLD,2025-02-19 00:00:00,36,true
39,57,37,z,S,HOLD,2025-01-08 00:00:00,57,false
42,29,28,V,g,HOLD,2025-02-19 00:00:00,29,true
115,35,37,k,z,OPEN,2025-03-13 00:00:00,35,false
45,48,19,k,t,SOLD,2025-01-14 00:00:00,48,true
24,27,10,T,U,OPEN,2025-02-10 00:00:00,27,true
1,45,34,d,G,HOLD,2025-02-22 00:00:00,45,true
101,54,2,h,H,SOLD,2025-01-09 00:00:00,54,true
0,21,38,Z,V,OPEN,2025-01-13 00:00:00,21,false
71,56,39,d,S,HOLD,2025-01-26 00:00:00,56,true
42,12,14,r,X,SOLD,2025-02-19 00:00:00,12,true
77,55,13,f,n,OPEN,2025-03-22 00:00:00,55,false
39,43,13,i,Q,SOLD,2025-01-10 00:00:00,43,false
129,23,3,W,q,SOLD,2025-01-06 00:00:00,23,false
1,90,10,x,T,HOLD,2025-02-22 00:00:00,90,true
6,25,21,N,b,OPEN,2025-01-16 00:00:00,25,false
110,44,18,U,V,OPEN,2025-03-18 00:00:00,44,false
135,72,12,Z,W,OPEN,2025-03-19 00:00:00,72,false
90,48,11,Z,R,OPEN,2025-03-02 00:00:00,48,false
74,10,20,s,P,OPEN,2025-02-12 00:00:00,10,true
45,18,17,s,j,OPEN,2025-01-14 00:00:00,18,false
13,36,0,d,r,HOLD,2025-02-05 00:00:00,36,false
19,14,26,H,V,SOLD,2025-04-10 00:00:00,14,true
30,63,27,E,l,OPEN,2025-02-13 00:00:00,63,true
108,37,34,K,u,OPEN,2025-03-25 00:00:00,37,false
108,26,6,C,H,HOLD,2025-03-25 00:00:00,26,false
129,88,39,y,o,OPEN,2025-03-01 00:00:00,88,false
103,48,30,Q,h,OPEN,2025-01-18 00:00:00,48,false
24,59,21,V,M,SOLD,2025-02-10 00:00:00,59,false
144,15,2,m,e,HOLD,2025-03-28 00:00:00,15,false
13,68,15,l,d,OPEN,2025-02-05 00:00:00,68,false
115,25,5,Y,I,SOLD,2025-01-21 00:00:00,25,true
74,20,27,m,F,SOLD,2025-02-12 00:00:00,20,false
30,86,38,A,t,OPEN,2025-02-13 00:00:00,86,true
62,98,15,k,h,SOLD,2025-02-21 00:00:00,98,true
95,51,2,p,d,SOLD,2025-01-01 00:00:00,51,true
19,54,39,I,A,OPEN,2025-04-10 00:00:00,54,false
42,1,5,Y,e,OPEN,2025-04-07 00:00:00,1,false
128,45,23,h,m,OPEN,2025-03-12 00:00:00,45,false
1,41,8,C,h,HOLD,2025-03-24 00:00:00,41,true
113,8,16,a,S,OPEN,2025-03-29 00:00:00,8,false
74,78,30,o,q,SOLD,2025-02-12 00:00:00,78,true
137,27,16,E,z,OPEN,2025-03-09 00:00:00,27,true
84,52,38,K,k,HOLD,2025-01-22 00:00:00,52,true
33,74,25,K,B,HOLD,2025-02-20 00:00:00,74,true
115,1,17,V,e,HOLD,2025-01-21 00:00:00,1,true
25,96,2,A,q,HOLD,2025-03-30 00:00:00,96,false
33,99,20,O,A,SOLD,2025-02-20 00:00:00,99,true
1,55,15,r,y,SOLD,2025-02-22 00:00:00,55,false
5,80,37,H,m,HOLD,2025-02-27 00:00:00,80,true
115,40,10,k,b,HOLD,2025-03-13 00:00:00,40,false
29,19,32,G,F,HOLD,2025-03-04 00:00:00,19,true
6,60,17,E,N,SOLD,2025-01-16 00:00:00,60,false
103,94,19,Q,P,SOLD,2025-01-18 00:00:00,94,true
42,3,6,a,o,HOLD,2025-02-19 00:00:00,3,false
46,44,12,p,s,SOLD,2025-01-25 00:00:00,44,false
39,19,31,C,Q,HOLD,2025-01-08 00:00:00,19,false
95,95,9,y,z,HOLD,2025-01-01 00:00:00,95,true
103,18,4,V,k,SOLD,2025-01-18 00:00:00,18,false
1,47,20,w,l,SOLD,2025-03-24 00:00:00,47,true
129,36,17,z,K,OPEN,2025-01-06 00:00:00,36,true
129,17,12,N,c,HOLD,2025-02-14 00:00:00,17,false
19,81,11,I,U,SOLD,2025-04-10 00:00:00,81,true
26,85,39,w,O,HOLD,2025-01-31 00:00:00,85,false
62,67,24,A,Y,HOLD,2025-02-21 00:00:00,67,true
0,27,18,z,Y,HOLD,2025-01-13 00:00:00,27,true
1,57,10,H,i,SOLD,2025-02-22 00:00:00,57,true
99,11,36,A,P,SOLD,2025-03-27 00:00:00,11,false
1,0,24,Y,z,SOLD,2025-03-24 00:00:00,0,false
101,81,18,X,r,OPEN,2025-01-09 00:00:00,81,false
18,22,17,Z,U,OPEN,2025-01-11 00:00:00,22,true
31,41,22,J,i,SOLD,2025-03-23 00:00:00,41,true
77,15,14,y,W,OPEN,2025-03-22 00:00:00,15,false
6,47,22,y,U,HOLD,2025-01-16 00:00:00,47,true
95,63,6,B,i,HOLD,2025-01-01 00:00:00,63,false
69,42,13,p,K,HOLD,2025-02-28 00:00:00,42,true
1,78,26,k,b,OPEN,2025-02-25 00:00:00,78,false
105,68,19,F,t,OPEN,2025-04-04 00:00:00,68,false
21,10,33,n,o,SOLD,2025-04-05 00:00:00,10,true
128,32,22,e,N,HOLD,2025-03-12 00:00:00,32,true
46,60,10,F,b,SOLD,2025-01-25 00:00:00,60,true
29,95,3,o,T,OPEN,2025-03-15 00:00:00,95,true
46,10,1,U,z,OPEN,2025-01-25 00:00:00,10,false
71,56,8,I,C,SOLD,2025-04-09 00:00:00,56,true
30,90,33,i,B,SOLD,2025-02-13 00:00:00,90,false
113,66,11,Y,M,OPEN,2025-03-29 00:00:00,66,true
25,89,17,H,n,SOLD,2025-01-17 00:00:00,89,true
24,46,29,Q,R,OPEN,2025-01-27 00:00:00,46,true
29,32,33,G,W,OPEN,2025-03-04 00:00:00,32,false
1,77,35,h,O,SOLD,2025-02-22 00:00:00,77,true
30,66,9,B,I,OPEN,2025-02-13 00:00:00,66,false
92,30,38,Y,l,HOLD,2025-03-08 00:00:00,30,false
74,14,14,d,Z,OPEN,2025-02-12 00:00:00,14,false
122,20,30,k,H,HOLD,2025-02-03 00:00:00,20,false
29,60,27,y,Z,SOLD,2025-03-04 00:00:00,60,true
39,66,16,r,F,HOLD,2025-01-08 00:00:00,66,true
129,73,11,G,Y,HOLD,2025-02-14 00:00:00,73,true
26,77,20,L,T,OPEN,2025-01-30 00:00:00,77,false
69,89,13,g,S,SOLD,2025-02-28 00:00:00,89,true
26,90,12,R,s,SOLD,2025-01-30 00:00:00,90,false
95,34,7,Y,W,OPEN,2025-01-01 00:00:00,34,false
13,6,18,F,o,SOLD,2025-02-05 00:00:00,6,false
129,87,12,Z,X,SOLD,2025-03-01 00:00:00,87,false
62,74,38,k,w,SOLD,2025-02-21 00:00:00,74,true
89,65,27,m,E,SOLD,2025-02-15 00:00:00,65,true
44,75,39,f,b,OPEN,2025-04-08 00:00:00,75,true
36,24,36,s,K,HOLD,2025-02-09 00:00:00,24,false
33,27,13,f,B,HOLD,2025-02-20 00:00:00,27,true
103,21,19,R,m,HOLD,2025-01-18 00:00:00,21,false
71,48,30,C,R,OPEN,2025-04-09 00:00:00,48,false
84,73,35,p,V,OPEN,2025-01-22 00:00:00,73,false
144,39,19,D,v,SOLD,2025-03-28 00:00:00,39,false
110,36,36,a,V,OPEN,2025-03-18 00:00:00,36,true
39,40,33,P,J,HOLD,2025-01-10 00:00:00,40,false
30,46,34,P,I,SOLD,2025-02-13 00:00:00,46,true
115,88,15,O,O,SOLD,2025-03-13 00:00:00,88,true
31,95,4,n,V,HOLD,2025-03-23 00:00:00,95,false
106,70,10,F,Y,SOLD,2025-01-23 00:00:00,70,false
99,98,36,K,x,SOLD,2025-03-27 00:00:00,98,true
2,87,4,A,L,OPEN,2025-01-19 00:00:00,87,false
110,78,22,D,H,SOLD,2025-03-18 00:00:00,78,true
42,28,2,P,p,SOLD,2025-02-19 00:00:00,28,false
115,57,16,t,f,HOLD,2025-03-13 00:00:00,57,true
3,98,27,p,i,SOLD,2025-02-11 00:00:00,98,false
107,27,6,M,K,OPEN,2025-01-15 00:00:00,27,false
71,8,2,N,M,OPEN,2025-01-26 00:00:00,8,false
12,41,6,k,f,HOLD,2025-03-17 00:00:00,41,false
128,52,16,t,X,HOLD,2025-04-06 00:00:00,52,true
69,88,25,l,D,HOLD,2025-02-28 00:00:00,88,false
77,61,8,I,c,SOLD,2025-03-22 00:00:00,61,false
12,63,20,l,N,SOLD,2025-03-17 00:00:00,63,true
144,74,22,b,b,SOLD,2025-03-28 00:00:00,74,true
148,25,30,w,V,SOLD,2025-01-28 00:00:00,25,false
44,21,22,n,m,OPEN,2025-03-03 00:00:00,21,false
2,4,4,O,B,SOLD,2025-02-02 00:00:00,4,true
21,55,20,s,I,OPEN,2025-04-05 00:00:00,55,true
135,27,4,Q,C,HOLD,2025-03-19 00:00:00,27,true
46,70,25,G,i,OPEN,2025-01-25 00:00:00,70,true
1,91,3,G,h,HOLD,2025-03-24 00:00:00,91,false
99,26,23,b,x,OPEN,2025-03-27 00:00:00,26,true
50,88,17,f,x,HOLD,2025-01-29 00:00:00,88,false
89,67,32,X,L,HOLD,2025-02-15 00:00:00,67,true
143,65,16,x,W,HOLD,2025-01-02 00:00:00,65,true
42,19,22,J,T,SOLD,2025-04-07 00:00:00,19,false
31,86,12,y,J,HOLD,2025-03-23 00:00:00,86,false
115,74,9,t,t,SOLD,2025-03-13 00:00:00,74,false
24,11,31,r,O,OPEN,2025-01-27 00:00:00,11,false
39,95,30,m,k,HOLD,2025-01-08 00:00:00,95,false
103,26,16,v,o,OPEN,2025-02-24 00:00:00,26,true
42,9,34,l,z,SOLD,2025-02-19 00:00:00,9,false
103,16,28,P,k,OPEN,2025-01-18 00:00:00,16,false
13,93,35,N,O,HOLD,2025-02-05 00:00:00,93,false
47,92,30,x,P,HOLD,2025-04-03 00:00:00,92,true
44,71,16,h,C,OPEN,2025-04-08 00:00:00,71,false
24,59,5,D,w,HOLD,2025-01-27 00:00:00,59,false
31,61,1,z,j,HOLD,2025-03-23 00:00:00,61,false
121,48,0,s,i,HOLD,2025-02-17 00:00:00,48,true
121,19,20,O,f,SOLD,2025-02-17 00:00:00,19,true
47,90,12,g,g,OPEN,2025-04-03 00:00:00,90,false
47,26,28,m,k,OPEN,2025-04-03 00:00:00,26,true
33,25,14,a,F,SOLD,2025-02-20 00:00:00,25,false
136,41,38,C,B,HOLD,2025-02-06 00:00:00,41,false
1,88,10,g,h,OPEN,2025-02-25 00:00:00,88,false
138,81,9,b,H,SOLD,2025-02-16 00:00:00,81,false
107,48,35,X,X,HOLD,2025-01-05 00:00:00,48,true
31,6,31,g,d,HOLD,2025-03-23 00:00:00,6,false
50,63,29,o,k,SOLD,2025-01-29 00:00:00,63,false
74,52,18,f,l,HOLD,2025-02-12 00:00:00,52,false
26,70,39,U,g,OPEN,2025-01-30 00:00:00,70,true
90,38,20,v,D,SOLD,2025-03-02 00:00:00,38,true
128,91,29,S,O,HOLD,2025-03-12 00:00:00,91,false
21,34,38,w,e,SOLD,2025-04-05 00:00:00,34,true
137,53,30,W,X,SOLD,2025-03-09 00:00:00,53,true
55,77,39,F,Q,HOLD,2025-03-11 00:00:00,77,false
115,90,33,M,Q,OPEN,2025-03-13 00:00:00,90,false
25,28,3,S,w,HOLD,2025-03-14 00:00:00,28,false
128,41,5,T,V,HOLD,2025-03-12 00:00:00,41,true
0,6,1,j,F,HOLD,2025-01-13 00:00:00,6,true
24,47,22,M,w,SOLD,2025-01-27 00:00:00,47,true
1,13,19,i,D,SOLD,2025-02-25 00:00:00,13,true
7,1,9,X,q,SOLD,2025-03-05 00:00:00,1,true
29,29,13,C,P,OPEN,2025-03-04 00:00:00,29,false
6,49,36,m,y,OPEN,2025-01-07 00:00:00,49,true
1,24,19,u,P,HOLD,2025-03-24 00:00:00,24,false
84,99,25,f,g,OPEN,2025-02-01 00:00:00,99,false
1,11,19,u,J,SOLD,2025-02-25 00:00:00,11,false
24,64,1,D,b,HOLD,2025-02-10 00:00:00,64,true
95,19,11,b,o,HOLD,2025-01-03 00:00:00,19,false
148,37,39,k,m,HOLD,2025-03-21 00:00:00,37,true
115,20,36,O,x,HOLD,2025-03-13 00:00:00,20,true
62,61,14,X,E,HOLD,2025-02-21 00:00:00,61,true
77,66,38,Z,l,HOLD,2025-03-20 00:00:00,66,true
105,14,23,u,l,OPEN,2025-03-07 00:00:00,14,true
25,93,28,P,F,OPEN,2025-03-30 00:00:00,93,true
25,55,10,b,D,OPEN,2025-02-07 00:00:00,55,false
143,2,33,Q,J,SOLD,2025-01-02 00:00:00,2,false
44,60,6,E,d,OPEN,2025-02-18 00:00:00,60,false
115,80,3,a,L,OPEN,2025-02-04 00:00:00,80,false
67,25,20,e,S,HOLD,2025-01-24 00:00:00,25,false
67,6,21,T,d,OPEN,2025-01-24 00:00:00,6,false
2,60,35,F,M,OPEN,2025-01-19 00:00:00,60,false
84,61,35,R,e,SOLD,2025-01-22 00:00:00,61,false
105,70,0,G,W,SOLD,2025-03-07 00:00:00,70,true
128,79,3,x,s,HOLD,2025-03-12 00:00:00,79,false
71,19,12,c,N,SOLD,2025-01-26 00:00:00,19,false
149,40,3,w,S,OPEN,2025-01-04 00:00:00,40,true
74,83,18,M,I,OPEN,2025-02-12 00:00:00,83,true
148,1,15,z,A,HOLD,2025-03-21 00:00:00,1,true
128,35,17,D,y,SOLD,2025-03-12 00:00:00,35,false
30,11,23,V,H,SOLD,2025-02-13 00:00:00,11,true
84,6,22,a,A,SOLD,2025-01-22 00:00:00,6,false
29,95,38,n,R,HOLD,2025-03-04 00:00:00,95,false
21,54,36,k,e,OPEN,2025-04-05 00:00:00,54,false
39,9,37,F,l,HOLD,2025-01-10 00:00:00,9,false
44,10,29,u,z,HOLD,2025-03-03 00:00:00,10,false
47,27,15,t,b,HOLD,2025-04-03 00:00:00,27,true
108,84,5,r,n,SOLD,2025-03-25 00:00:00,84,false
107,55,15,p,S,OPEN,2025-01-15 00:00:00,55,false
115,18,39,k,A,OPEN,2025-03-13 00:00:00,18,false
25,40,35,G,F,HOLD,2025-03-14 00:00:00,40,true
25,98,28,J,d,HOLD,2025-02-07 00:00:00,98,true
39,90,9,Q,x,HOLD,2025-01-10 00:00:00,90,true
25,56,24,J,H,OPEN,2025-02-07 00:00:00,56,false
0,71,2,k,X,OPEN,2025-01-13 00:00:00,71,true
115,98,18,e,L,SOLD,2025-02-04 00:00:00,98,false
